=== POKRYCIE: 151652/152666 = 99.34% | Brakuje: 1014 linii ===

=== GRUPA 1: Mają product_id, BRAK internal_sku (potrzebne mapowanie) ===
sku;asin;title;marketplace_id;brand;category;parent_asin;mapping_source;order_lines;total_revenue;currency;first_order;last_order
MAG_5903699434864;B0B2S7H1F6;KADAX 2 Stück Schwarz Rabe, Taubenabwehr und Taubenschreck aus Kunststoff, Vogelabwehr, natürliche Schädlingsbekämpfung, Schutz vor lästigen Vögeln;A1PA6795UKMFR9;2;32.28;EUR;2026-03-02 14:36:25+00:00;2026-03-02 14:43:28+00:00
FBA_5903699421789;B0969SKF9S;KADAX Juego de 6 vasos de agua, juego de vasos decorativos, vasos transparentes con tallo, vasos de zumo con paredes gruesas, vasos para agua, limonada (250 ml, Marie);A1RKKUPIHCS9HS;2;38.16;EUR;2026-02-25 09:24:30+00:00;2026-03-02 07:57:13+00:00
FBA_5903699421789;B0969SKF9S;KADAX Verres à Eau à Pied, Verres Élégants et Raffinés pour Savourer Limonade, Jus, Thé Glacé et Eau Infusée aux Fruits (250 ml, Lot de 6);A13V1IB3VIYZZH;2;43.22;EUR;2026-02-28 15:57:11+00:00;2026-03-01 10:53:36+00:00
FBA_5903699439333;B0BCJQBPN7;KADAX Schraubdeckel fi82 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Einmachgläser, Deckel mit 6 Einrastzähnen für Sturzgläser und Einmachgläser (Weiß, 50 Stück);A1PA6795UKMFR9;2;31.90;EUR;2026-03-01 14:17:41+00:00;2026-03-02 15:48:19+00:00
FBA_5903699440094;B0BB358X9W;KADAX Schraubdeckel fi89 mm, Ersatzdeckel Set aus Metall, To89 Einmachdeckel passend für 1700ml Gläser, Twist-Off-Deckel mit 6 Einrastzähnen, Deckel (50 Stück, Weiß);A1PA6795UKMFR9;2;45.90;EUR;2026-03-01 14:17:41+00:00;2026-03-01 20:42:12+00:00
FBA_5903699444726;B0BFFL3S26;KADAX 10er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;2;29.90;EUR;2026-03-02 05:00:33+00:00;2026-03-02 20:07:10+00:00
FBA_5903699409350;B08JVKH5B5;KADAX Glasdeckel, Topfdeckel Ø22 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;2;26.01;EUR;2026-03-02 09:35:48+00:00;2026-03-02 09:44:36+00:00
FBA_5903699411056;B08L824RH1;KADAX Blumentop Ø 12cm, Anthrazit, dekorativer Übertopf für Wohnzimmer, Bad, Balkon & mehr - bringt Farbe und Frische in den Raum;A1PA6795UKMFR9;2;11.90;EUR;2026-03-01 12:08:56+00:00;2026-03-02 11:10:07+00:00
FBA_5903699456019;B0BSQYTSX1;KADAX Contenitori Impilabili Per Pannello Porta Attrezzi da Parete, Cassette di Plastica per Minuteria, Scatole per Officina e Garage (10: Rosso, 195 x 120 mm);APJ6JRA9NG5V4;2;40.62;EUR;2026-03-02 14:47:26+00:00;2026-03-02 20:43:51+00:00
FBA_5903699496732;B0D8PT7LFP;KADAX rechteckige Auflaufform 3L aus hitzebeständigem Glas, Spülmaschinenfeste Gasbackformen, Geschirr zum Braten, Glasauflaufform für Lasagne, Kuchen (Transparent);A1PA6795UKMFR9;2;47.85;EUR;2026-02-28 11:38:52+00:00;2026-03-01 14:41:59+00:00
FBA_5906638361504;B0FPD47QVQ;KADAX Glasflaschen 750ml, 5 Stück, leere Likörflaschen mit Korken, Schnapsflaschen aus Glas, Flaschen zum Befüllen von Likör, Wein und Schnaps, Weinflaschen;A1PA6795UKMFR9;2;31.90;EUR;2026-03-01 08:31:26+00:00;2026-03-01 19:08:14+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX Juego de 4 recipientes al vacío de cristal (370 ml, 640 ml, 1040 ml, 1520 ml), herméticos con tapa de vacío y bomba de mano, herméticos y a prueba de fugas, cajas para cocina y congelador;A1RKKUPIHCS9HS;2;66.64;EUR;2026-03-02 15:40:47+00:00;2026-03-02 20:10:35+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX Lot de 4 boîtes de conservation sous vide en verre avec couvercle sous vide et pompe manuelle - Récipients en verre pour aliments - Boîtes de mise sous vide;A13V1IB3VIYZZH;2;71.50;EUR;2026-03-01 13:37:07+00:00;2026-03-02 05:46:58+00:00
MAG_5906638367339;B0FTMBHSRD;KADAX Staudenhalter Ø 21 cm im 10er Set, Pflanzenhalter Rund mit Kabelbinder, Hortensienhalter aus Kunststoff, Pflanzenstütze für Hortensien, Blumenhalter (Grün);A1PA6795UKMFR9;2;20.90;EUR;2026-03-01 07:09:20+00:00;2026-03-02 16:50:31+00:00
MAG_5903699407097;B08DD2G82Z;KADAX Rankgitter 30 x 150 cm, Gitterspalier für Garten, Pflanzen, Balkon, Terrasse, Metall Spalier, Rankhilfe, Klettergitter aus Stahl, Kletterhilfe, Rosenspalier, Pflanzengitter;A1PA6795UKMFR9;2;79.80;EUR;2026-03-02 05:52:09+00:00;2026-03-02 17:02:44+00:00
MAG_5906638359204;B0FQC2K659;KADAX 2 x Gartendraht mit integriertem Schneider, 30 Meter, grüner Bindedraht auf Spule, Pflanzendraht zum Befestigen von Pflanzen im Garten, Blumendraht, Draht;A1PA6795UKMFR9;2;7.90;EUR;2026-03-02 22:49:00+00:00;2026-03-03 04:03:29+00:00
MAG_5903699484036;B0CJ368B76;KADAX 2 Stück Blumenvase, 18cm Vase aus Glas, ⌀8cm Glasblumenvase mit einem 11cm Hals, Durchsichtige Tischvase, Klarglasvase, Glasvase für Blumen, Dekovase für Wohnzimmer (2 Stück);A1PA6795UKMFR9;2;39.90;EUR;2026-03-02 15:03:19+00:00;2026-03-02 19:14:01+00:00
MAG_5903699499863;B0DGGRZLQH;KADAX Schraubdeckel fi82 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Einmachgläser, Deckel mit 6 Einrastzähnen für Sturzgläser und Einmachgläser (Schwarz matt, 20 Stück);A1PA6795UKMFR9;2;25.90;EUR;2026-03-01 19:28:39+00:00;2026-03-02 06:43:47+00:00
MAG_5906638301258;B0D9QV1RMP;KADAX Beurrier rectangulaire en verre transparent avec couvercle et poignée - Passe au lave-vaisselle (1 pièce - 16 cm, rectangulaire 2);A13V1IB3VIYZZH;1;16.95;EUR;2026-02-10 21:14:27+00:00;2026-02-10 21:14:27+00:00
MAG_5906638301258;B0D9QV1RMP;KADAX Butterdose aus Glas, rechteckige Butterglocke, klare Butterschale mit Deckel und Griff, Butterbehälter, Butterschatz, Butterglas, spülmaschinenfest (1 Stück - 16cm, Rechteckig 2);A1PA6795UKMFR9;1;10.95;EUR;2026-03-03 07:08:24+00:00;2026-03-03 07:08:24+00:00
MAG_5906638301258;B0D9QV1RMP;KADAX Maselniczka z trwalego szkla, prostokątna przezroczysta z pokrywką i uchwytem, pojemnik na maslo 16 cm, higieniczne przechowywanie, do zmywarki;A1C3SOZRARQ6R3;1;31.99;PLN;2026-03-02 14:57:58+00:00;2026-03-02 14:57:58+00:00
MAG_5906638309179;B0F941XPM9;KADAX 2 in 1 Glasflasche für Öl und Essig, 300ml Ölspender & 50ml Essigspender in einer Flasche, Ölflasche mit Korkverschluss, Olivenölflasche aus Glas;A1PA6795UKMFR9;1;9.95;EUR;2026-03-02 22:12:44+00:00;2026-03-02 22:12:44+00:00
MAG_5906638309209;B0F8NGR1JF;KADAX Set di 4 contenitori sottovuoto in vetro (370 ml, 640 ml, 1040 ml, 1520 ml), ermetici con coperchio sottovuoto e pompa a mano, ermetici e a prova di perdite, per cucina e congelatore;APJ6JRA9NG5V4;1;25.66;EUR;2026-03-02 08:11:41+00:00;2026-03-02 08:11:41+00:00
MAG_5906638310809;B0DP4VHWJR;KADAX Pilon à choucroute en bois 24 x 4 cm pour fermentation de choucroute et kimchi;AMEN7PMS3EDWL;1;4.95;EUR;2026-03-02 15:04:17+00:00;2026-03-02 15:04:17+00:00
MAG_5906638330197;B0FHPVWWBS;KADAX Bottiglie per liquori da 500 ml, 5 pezzi, bottiglie vuote di vetro con tappo, rettangolari da riempire con liquore e vino;APJ6JRA9NG5V4;1;21.95;EUR;2026-03-02 17:33:50+00:00;2026-03-02 17:33:50+00:00
MAG_5906638340950;B0FNWRJ9JH;KADAX 10er Set Marmeladengläser 235 ml mit Schraubdeckel in Beige/blau Ø 82 mm - Einmachgläser für Marmelade, Chutneys, Eingelegtes Gemüse, Pasteten, Wurst, Fleisch, Babynahrung & mehr;A1PA6795UKMFR9;1;17.09;EUR;2026-03-01 13:05:55+00:00;2026-03-01 13:05:55+00:00
MAG_5903699484050;B0CHMPCGCL;KADAX Carafe en verre, carafe à eau en verre robuste, carafe à boissons résistante au lave-vaisselle, carafe à eau sans plomb, carafe pour eau, jus, limonade, lait (1 L - 2 pièces) ...;A13V1IB3VIYZZH;1;13.95;EUR;2026-02-27 17:12:44+00:00;2026-02-27 17:12:44+00:00
MAG_5903699488539;B0CMXNP1YP;KADAX ociekacz na sztućce, koszyk ociekowy do kuchni, organizer na sztućce, skrzynka ociekowa (jasnoszary);A1C3SOZRARQ6R3;1;8.99;PLN;2026-03-02 20:35:13+00:00;2026-03-02 20:35:13+00:00
MAG_5903699488812;B0CN3CZGLJ;KADAX Boîte de rangement rectangulaire avec couvercle, empilable, en plastique, peu encombrante, 10 l, noire;A13V1IB3VIYZZH;1;15.95;EUR;2026-03-02 21:30:25+00:00;2026-03-02 21:30:25+00:00
MAG_5903699494547;B0CT5YPZT8;KADAX Bügelbrettbezug mit Kordelzug, praktischer Bügelbezug, Bügeltischbezug für Dampfbügeleisen, Verstellbarer Ersatzbügeltischbezug (Wellen S);A1PA6795UKMFR9;1;7.99;EUR;2026-03-02 22:16:12+00:00;2026-03-02 22:16:12+00:00
MAG_5903699496589;B0D7ZQ2KZZ;KADAX Messbecher aus Glas, Glaskännchen mit ergonomischem Griff, Widerstandsfähiges Messgefäß für flüssige als auch pulvrige Produkte, Messkanne zum Backen und Kochen (0,5 Liter);A1PA6795UKMFR9;1;10.95;EUR;2026-03-02 20:05:33+00:00;2026-03-02 20:05:33+00:00
MAG_5903699482957;B0CGDL1H8C;KADAX glasgryta, bakfat med lock av värmebeständigt glas, brandsäker behållare för lasagne, grönsaksgryta, glasgryta för stekning i ugn (rektangulär - 5,8 l);A2NODRKZP88ZB9;1;376.39;SEK;2026-03-03 03:02:15+00:00;2026-03-03 03:02:15+00:00
MAG_5903699482971;B0CGDMQ14B;KADAX Glazen Braadpan, Ovenschotel met Deksel - Hittebestendig Glas, Vuurvast Vat voor Lasagne, Groentenschotel - Rond, 2,4 L;A1805IZSGTT6HS;1;21.95;EUR;2026-03-01 19:49:08+00:00;2026-03-01 19:49:08+00:00
MAG_5903699483107;B0CP7LFXSS;KADAX Boîte rectangulaire de conservation en verre à usage alimentaire avec couvercle verrouillable, compatible avec lave-vaisselle - 1040 ml;AMEN7PMS3EDWL;1;17.90;EUR;2026-03-01 20:46:39+00:00;2026-03-01 20:46:39+00:00
MAG_5903699483107;B0CP7LFXSS;KADAX Pojemnik szklany na żywność 1040 ml prostokątny, szczelna pokrywka, można myć w zmywarce, dlużej zachowuje świeżość potraw w lodówce i podczas transportu;A1C3SOZRARQ6R3;1;18.99;PLN;2026-03-02 19:49:50+00:00;2026-03-02 19:49:50+00:00
MAG_5906638359433;B0FMDTXK8M;KADAX Zestaw 5 szt. butelki szklane 250 ml z korkami, do domowych nalewek, likierów i wina, do napelniania i dekoracji, wielokrotnego użytku;A1C3SOZRARQ6R3;1;;EUR;2026-03-02 21:33:03+00:00;2026-03-02 21:33:03+00:00
MAG_5906638360248;B0FNQZ18LB;KADAX Erdbohrer 80mm für Bohrmaschine, Gartenbohrer, Erdlochbohrer für Akkuschrauber, Pflanzbohrer für Gartenarbeiten, Spiralbohrer zum Bohren von Erdlöchern;A1PA6795UKMFR9;1;14.95;EUR;2026-03-02 08:32:37+00:00;2026-03-02 08:32:37+00:00
MAG_5906638360576;B0FN3Y1NJL;KADAX Leere Glasflaschen 250ml, 12 Stück, Schnapsflaschen mit Korken, kleine Flaschen zum Befüllen von Likör, Wein und Schnaps, Likörflaschen, Weinflaschen;A1PA6795UKMFR9;1;43.90;EUR;2026-03-01 16:58:53+00:00;2026-03-01 16:58:53+00:00
MAG_5906638365311;B0FR4HCBSY;KADAX Glasflaschen mit Korken, 500ml, 10 Stück, leere Flaschen zum Befüllen von Likör und Wein, Weinflaschen, Likörflaschen aus Glas, Schnapsflaschen;A1PA6795UKMFR9;1;24.95;EUR;2026-03-02 13:51:19+00:00;2026-03-02 13:51:19+00:00
MAG_5903699408513;B08ZJDTY9V;KADAX Blumengitter aus Stahl, 3er Set, Rankgitter, Rankhilfe für Kletterpflanzen, Pflanzenstielstütze, Blumenstütze, Gitterspalier, Pflanzengitter (48,5 x 32 cm);A1PA6795UKMFR9;1;19.95;EUR;2026-03-02 14:23:46+00:00;2026-03-02 14:23:46+00:00
MAG_5903699409312;B08JVL9DVD;KADAX Glasdeckel, Topfdeckel Ø14 cm, hitzebeständig, mit Dampfloch, und Stahlgriff, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;4.95;EUR;2026-03-03 06:56:44+00:00;2026-03-03 06:56:44+00:00
RK-28B8-APW6;B07MR4VD6G;KADAX Porte-Rouleau d'Essuie-Tout en Acier INOX, Support de Cuisine au Design Raffiné pour Rouleau de Essuie Tout, Accessoire Pratique pour la Maison (Argent);A13V1IB3VIYZZH;1;18.99;EUR;2026-03-02 08:33:30+00:00;2026-03-02 08:33:30+00:00
FBA_5906638309209;B0F8NGR1JF;KADAX Set di 4 contenitori sottovuoto in vetro (370 ml, 640 ml, 1040 ml, 1520 ml), ermetici con coperchio sottovuoto e pompa a mano, ermetici e a prova di perdite, per cucina e congelatore;APJ6JRA9NG5V4;1;33.99;EUR;2026-03-02 19:34:12+00:00;2026-03-02 19:34:12+00:00
FBA_5906638309216;B0F8B9BTK8;KADAX Lot de 12 boîtes de conservation avec couvercle, différentes tailles de 320 ml à 1040 ml, hermétiques et anti-fuite, pour cuisine et congélateur;AMEN7PMS3EDWL;1;36.81;EUR;2026-03-02 12:34:10+00:00;2026-03-02 12:34:10+00:00
FBA_5906638310809;B0DP4VHWJR;KADAX Krautstampfer aus Holz, 24 x 4 cm, Stampfer für Fermentieren von Sauerkraut und Kimchi, Holzstößel, Sauerkrautstampfer, Handstampfer, Stößel;A1PA6795UKMFR9;1;7.95;EUR;2026-03-01 14:09:01+00:00;2026-03-01 14:09:01+00:00
FBA_5906638311615;B0DR243XY7;KADAX 10er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;1;10.95;EUR;2026-03-01 15:23:21+00:00;2026-03-01 15:23:21+00:00
FBA_5906638311615;B0DR243XY7;KADAX Lot de 10 bocaux 200 ml avec couvercles à vis Ø 66 mm - bocaux à dessert à parois épaisses, hermétiques, lavables au lave-vaisselle, idéaux pour les confitures et conserves;A13V1IB3VIYZZH;1;14.50;EUR;2026-03-02 12:20:10+00:00;2026-03-02 12:20:10+00:00
FBA_5906638311615;B0DR243XY7;KADAX Set van 10 potten van 200 ml met schroefdeksel Ø 66 mm - dikwandige dessertpotten, luchtdicht, vaatwasserbestendig, ideaal voor jam en conserven;A1805IZSGTT6HS;1;;EUR;2026-02-23 22:57:31+00:00;2026-02-23 22:57:31+00:00
FBA_5906638311677;B0DR2CHLSC;KADAX Set di 10 vasetti da 200 ml con coperchio a vite Ø 66 mm - vasetti per dessert a parete spessa, ermetici, lavabili in lavastoviglie, ideali per marmellate e conserve;APJ6JRA9NG5V4;1;12.46;EUR;2026-02-28 07:05:01+00:00;2026-02-28 07:05:01+00:00
FBA_5906638311899;B0DR2C2K3T;KADAX 10er Set Einmachgläser 200 ml mit Twist-Off Deckel Ø 66 mm - Dickwandige, luftdichte Dessertgläser, spülmaschinenfest, ideal für Marmelade & Eingemachtes;A1PA6795UKMFR9;1;12.95;EUR;2026-03-01 09:56:27+00:00;2026-03-01 09:56:27+00:00
FBA_5906638317778;B0DX22VQ1S;KADAX Flachmann 100 ml, 10 stuks, kleine glazen flessen met schroefdop, flesjes, lege flessen om te vullen, mini likeurflessen, schnapsflessen (Wit);A1805IZSGTT6HS;1;51.57;EUR;2026-03-02 16:41:58+00:00;2026-03-02 16:41:58+00:00
FBA_5906638363997;B0FR442CS1;KADAX 5er Set Glasflaschen in Tannenbaumform, 200 ml, mit schwarzem Schraubverschluss - Leere Flaschen zum Befüllen mit Likör & Schnaps, ideal für Weihnachten & als Geschenk;A1PA6795UKMFR9;1;23.90;EUR;2026-02-28 16:24:21+00:00;2026-02-28 16:24:21+00:00
FBA_5906638365274;B0FR4STWGB;KADAX Glasflaschen mit Korken, 250ml, 10 Stück, kleine Flaschen zum Befüllen von Likör, Weinflaschen, leere Likörflaschen aus Glas, Schnapsflaschen;A1PA6795UKMFR9;1;;EUR;2026-02-26 04:02:38+00:00;2026-02-26 04:02:38+00:00
MAG_5902730380788;B07Q626J1N;KADAX Blumentopf mit Untersetzer aus Kunststoff Ø12cm, Weiß, Pflanzkübel für Innen- & Außenbereich, auch ideal für Badezimmer oder Toilette lebendige Farben bringen frische Akzente in Ihr Zuhause;A1PA6795UKMFR9;1;3.95;EUR;2026-03-02 20:26:25+00:00;2026-03-02 20:26:25+00:00
MAG_5902730380931;B07Q766CTS;KADAX Pot de Fleurs en Plastique avec Soucoupe Intégrée, Pot de Plante pour Une Décoration Florale Moderne dans l'espace Interieur (12 cm, Gris);A13V1IB3VIYZZH;1;4.95;EUR;2026-03-02 14:21:48+00:00;2026-03-02 14:21:48+00:00
MAG_5902730380986;B07Q89SSRB;KADAX Blumentopf mit Untersetzer aus Kunststoff Ø12cm, Grün, Pflanzkübel für Innen- & Außenbereich, auch ideal für Badezimmer oder Toilette lebendige Farben bringen frische Akzente in Ihr Zuhause;A1PA6795UKMFR9;1;3.95;EUR;2026-03-02 15:48:47+00:00;2026-03-02 15:48:47+00:00
FBA_5903699499856;B0DDY69DVG;KADAX Schraubdeckel fi82 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Einmachgläser, Deckel mit 6 Einrastzähnen für Sturzgläser und Einmachgläser (mattes Schwarz, 10 Stück);A1PA6795UKMFR9;1;9.95;EUR;2026-02-27 22:01:07+00:00;2026-02-27 22:01:07+00:00
FBA_5906638307328;B0DGQ8T1QQ;KADAX Schraubdeckel fi110 mm, Twist-Off-Deckel Set aus Metall, Ersatzdeckel für Schraubgläser, Deckel mit 8 Einrastzähnen für Sturzgläser und Einmachgläser (Weiß, 10 Stück);A1PA6795UKMFR9;1;15.95;EUR;2026-03-02 06:08:19+00:00;2026-03-02 06:08:19+00:00
FBA_5906638359433;B0FMDTXK8M;KADAX Lot de 5 Bouteilles de Liqueur en Verre de 250 ml avec Bouchons, Polyvalentes pour Liqueurs, Vin et Alcool, Décoratives, Bouteilles de Vin en Verre;A13V1IB3VIYZZH;1;18.59;EUR;2026-03-02 16:07:26+00:00;2026-03-02 16:07:26+00:00
FBA_5906638361504;B0FPD47QVQ;Botellas de cristal KADAX 750 ml, 5 unidades, botellas de licor vacías con corcho, botellas de vidrio para aguardiente, botellas para rellenar licor, vino y aguardiente, botellas de vino;A1RKKUPIHCS9HS;1;17.06;EUR;2026-03-02 11:44:34+00:00;2026-03-02 11:44:34+00:00
FBA_5903699457429;B0BNQQG82H;KADAX Lot de 4 verres intemporels de 365 ml pour mojito, limonade, eau et jus, verres transparents en verre sodocalcique;A13V1IB3VIYZZH;1;17.52;EUR;2026-03-02 07:58:27+00:00;2026-03-02 07:58:27+00:00
FBA_5903699470435;B0BXLVMGMT;KADAX Glasdeckel, Topfdeckel Ø24 cm mit Schwarz und Silber Griff, hitzebeständig, mit Dampfloch, Universaldeckel für Töpfe & Pfannen, klare Sicht, dicht schließend;A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 15:24:47+00:00;2026-03-02 15:24:47+00:00
FBA_5903699474686;B0C2HVWQ55;KADAX Eierteller aus Glas, ⌀ 21,5 cm, praktischer Teller für Eier, Eierhalter, robuste Eierablage, Eierplatte, Eierbehälter, Eiertablett, Eierspender (2x Blumenforme, transparent, 18 Eier (2x9));A1PA6795UKMFR9;1;19.95;EUR;2026-03-02 10:35:32+00:00;2026-03-02 10:35:32+00:00
FBA_5903699477632;B0CGRJRP13;KADAX Spruzzatore manuale 2L in plastica, spruzzatore a pressione con ugello in ottone, dispositivo di irrorazione a pompa per irrigazione e controllo dei parassiti;APJ6JRA9NG5V4;1;;EUR;2026-03-02 14:43:07+00:00;2026-03-02 14:43:07+00:00
FBA_5903699483138;B0CP7KHM4P;KADAX Boîte en Verre avec Clips de Fermeture pour Conservation Alimentaire, Récipient Transparent avec Couvercle Hermétique (Carré, 520 ml);A13V1IB3VIYZZH;1;12.34;EUR;2026-03-01 08:38:25+00:00;2026-03-01 08:38:25+00:00
FBA_5903699488805;B0CN3BSP1W;KADAX - Contenitore portaoggetti rettangolare con coperchio, contenitore di stoccaggio, contenitore impilabile, scatola in plastica, contenitore salvaspazio (10 L, trasparente);APJ6JRA9NG5V4;1;15.53;EUR;2026-03-01 11:03:01+00:00;2026-03-01 11:03:01+00:00
FBA_5903699488805;B0CN3BSP1W;KADAX Boîte de rangement rectangulaire avec couvercle, empilable, en plastique, peu encombrante, 10 l, transparente;A13V1IB3VIYZZH;1;13.92;EUR;2026-02-28 08:36:45+00:00;2026-02-28 08:36:45+00:00
FBA_5903699488805;B0CN3BSP1W;KADAX Rechteckige Aufbewahrungsbox mit Deckel, Aufbewahrungsbehälter, Stapelbehälter, Plastikbox, Kunststoffbox, Platzsparende Aufbewahrungskiste (10L, Transparent);A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 16:32:55+00:00;2026-03-02 16:32:55+00:00
FBA_5903699496589;B0D7ZQ2KZZ;KADAX Misurino in vetro, brocca in vetro con manico ergonomico, misurino resistente per prodotti liquidi e polverosi, misurino per cottura e cottura (0,5 litri);APJ6JRA9NG5V4;1;12.41;EUR;2026-02-28 16:18:52+00:00;2026-02-28 16:18:52+00:00
FBA_5903699447482;B0BD8RKP29;KADAX 20st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (20 Stück, Weiß Deckel);A1PA6795UKMFR9;1;15.95;EUR;2026-03-01 20:19:38+00:00;2026-03-01 20:19:38+00:00
FBA_5903699450376;B0BN49HY49;KADAX 10st Einmachgläser 300 ml mit Schraubdeckel fi82 mm, Miniaturgläser für Honig und Gewürze, Marmeladengläser mit Deckel, Luftdichte Gläschen zum Verschenken;A1PA6795UKMFR9;1;14.95;EUR;2026-03-01 22:56:53+00:00;2026-03-01 22:56:53+00:00
FBA_5903699453773;B0BRBCFT2M;KADAX Gläser mit Griff für Tee und Kaffee, Teegläser aus dickem Glas, Glastassen für kalte und heiße Getränke, Gläserset für Tee, Kaffee, Wasser (Frida 300ml / 4er Set);A1PA6795UKMFR9;1;15.07;EUR;2026-03-02 21:34:08+00:00;2026-03-02 21:34:08+00:00
FBA_5903699456019;B0BSQYTSX1;KADAX Boîtes de Rangement Murales, Boîtes Empilables en Plastique pour Organiser Vos Outils, Bacs à Bec pour Garage (Lot de 10 : Rouge, 195 x 120 mm);A13V1IB3VIYZZH;1;;EUR;2026-03-03 07:16:31+00:00;2026-03-03 07:16:31+00:00
FBA_5903699447451;B0BD8NKSFB;KADAX 20st Mini Gläser 40 ml mit Schraubdeckel fi 43mm, Einmachglas, Gewürzgläser mit Deckel, Sturzglas, Probiergläser, Marmeladengläser, kleine Honiggläser (20 Stück, Rot Deckel);A1PA6795UKMFR9;1;12.95;EUR;2026-03-01 13:59:49+00:00;2026-03-01 13:59:49+00:00
FBA_5903699435779;B0CY2NPQHV;KADAX Barattolo Con Coperchio e Manico - Contenitore in Plastica per Alimenti da Cucina (Rotondo 2L);APJ6JRA9NG5V4;1;13.16;EUR;2026-03-02 14:03:31+00:00;2026-03-02 14:03:31+00:00
FBA_5903699435779;B0CY2NPQHV;KADAX Vorratsdose mit Deckel, Vorratsbehälter aus Kunststoff, Einweckgefäß mit Griff, Plastikbehälter für Lebensmittel, Aufbewahrungsbox Küche Organizer (Rund 2L);A1PA6795UKMFR9;1;11.04;EUR;2026-02-28 14:30:11+00:00;2026-02-28 14:30:11+00:00
FBA_5903699415528;B08P24G9HC;KADAX transparente Auflaufform aus hitzebeständigem Glas, feuerfestes Gefäß für Lasagne, Gemüseeintopf, Glasbräter zum Braten, Backofen (rechteckig, 7L);A1PA6795UKMFR9;1;27.98;EUR;2025-02-09 21:50:10+00:00;2025-02-09 21:50:10+00:00
FBA_5903699416303;B08R3ZB1FK;KADAX Schaumkelle, kleiner Durchschlag, Stahldurchschlag mit langem Griff, Abseihlöffel, Schaumlöffel, Schöpflöffel, Sieb, Blanchierheber (Silber);A1PA6795UKMFR9;1;10.95;EUR;2026-03-02 21:10:01+00:00;2026-03-02 21:10:01+00:00
FBA_5902730387558;B086QPP9FV;KADAX Beurrier en Verre avec Couvercle pour Réfrigérateur, L'Accessoire Essentiel de Cuisine pour Stocker, Servir et Préserver la Fraîcheur du Beurre;A13V1IB3VIYZZH;1;17.38;EUR;2026-02-28 19:04:14+00:00;2026-02-28 19:04:14+00:00
FBA_5902730387558;B086QPP9FV;KADAX Butterdose aus Glas, hochwertige, klassische Butterschale, Butterbox mit Deckel, 20 x 13 x 6,5 cm, Butterglocke für frisches Butter, Käse, transparent;A1PA6795UKMFR9;1;13.95;EUR;2026-03-02 12:55:42+00:00;2026-03-02 12:55:42+00:00
FBA_5903699400876;B087B3QJDL;KADAX Florero, maceta redonda de plantación, plantador de plástico, cubo de flores para exteriores, flores, plantas, jardín, balcón, decoración, florero, (20 cm, antracita);A1RKKUPIHCS9HS;1;7.65;EUR;2026-03-02 16:33:00+00:00;2026-03-02 16:33:00+00:00
FBA_5903699408087;B08FXK3BKD;KADAX Trinkgläser aus hochwertigem Glas, 6er Set, Wassergläser, dickwandige Saftgläser, geriffelte Gläser für Wasser, Drink, Saft, Party, Cocktailgläser, Getränkegläser (hoch, 380ml);A1PA6795UKMFR9;1;22.14;EUR;2026-03-02 08:31:59+00:00;2026-03-02 08:31:59+00:00
amzn.gr.FBA_5903699404140-RpNKK95O_cm-VG;B0895W95M8;KADAX Pirofila Grande per Cottura al Forno in Vetro Trasparente, Casseruola Rettangolare con Coperchio da Cucina, Piatto Resistente al Calore (5.1 L);APJ6JRA9NG5V4;1;;EUR;2026-02-25 22:00:41+00:00;2026-02-25 22:00:41+00:00
amzn.gr.FBA_5903699444634-F0HUEhFPz54-LN;B0BFFN1ZCZ;KADAX Einmachgläser 200 ml 10er Set, Dessertgläser fi66 - Marmeladengläser mit Twist-Off Deckel, Luftdicht & Spülmaschinenfest, Dickwandiges Glas;A1PA6795UKMFR9;1;11.16;EUR;2026-02-28 03:00:40+00:00;2026-02-28 03:00:40+00:00
amzn.gr.MAG_5902730382003-2JRXKABBx6d-LN;B07Y9XSS6R;KADAX Auflaufform mit Deckel 3,95L - rechteckige Glasauflaufform, hitzebeständig & feuerfest - Ofenform für Lasagne, Fleisch & Aufläufe;A1PA6795UKMFR9;1;20.96;EUR;2026-02-26 20:41:45+00:00;2026-02-26 20:41:45+00:00
